day,energy,mass
238,284900,100
239,0,100
240,0,100
241,67000,100
242,33500,100
243,0,100
244,0,100
245,0,100
246,0,100
247,396900,100
248,0,100
249,0,100
250,0,100
251,0,100
252,0,100
253,0,100
254,0,100
255,0,100
256,0,100
0,0,500
1,0,500
2,0,500
3,0,500
4,0,500
5,0,500
6,0,500
7,0,500
8,0,500
9,87100,500
10,0,500
11,0,500
12,0,500
13,525700,500
14,0,500
15,1846600,500
16,0,500
17,0,500
18,0,500
19,20100,500
20,0,500
21,26800,500
22,93800,500
23,0,500
24,0,500
25,0,500
26,40200,500
27,0,500
28,73700,500
29,0,500
30,174200,500
31,0,500
32,0,500
33,0,500
34,0,500
35,20100,500
36,528400,500
37,1281700,500
38,0,500
39,0,500
40,0,500
41,0,500
42,0,500
43,0,500
44,6700,500
45,13400,500
46,127300,500
47,26800,500
48,0,500
49,0,500
50,0,500
51,0,500
52,0,500
53,0,500
54,0,500
55,0,500
56,6700,500
57,0,500
58,0,500
59,0,500
60,0,500
61,0,500
62,0,500
63,26800,500
64,33500,500
65,0,500
66,1566000,500
67,438900,500
68,0,500
69,0,500
70,26800,500
71,33500,500
72,0,500
73,0,500
74,13400,500
75,0,500
76,0,500
77,0,500
78,501900,500
79,0,500
80,16491700,500
81,0,500
82,0,500
83,0,500
84,0,500
85,0,500
86,1419000,500
87,0,500
88,0,500
89,0,500
90,0,500
91,0,500
92,20100,500
93,0,500
94,0,500
95,0,500
96,0,500
97,1428700,500
98,0,500
99,0,500
100,0,500
101,0,500
102,13400,500
103,0,500
104,333900,500
105,0,500
106,0,500
107,0,500
108,0,500
109,0,500
110,6700,500
111,6700,500
112,0,500
113,0,500
114,0,500
115,0,500
116,0,500
117,0,500
118,0,500
119,0,500
120,0,500
121,0,500
122,0,500
123,0,500
124,239300,500
125,20100,500
126,0,500
127,33500,500
128,0,500
129,0,500
130,0,500
131,0,500
132,0,500
133,20100,500
134,1162700,500
135,0,500
136,0,500
137,0,500
138,522900,500
139,40200,500
140,0,500
141,0,500
142,33500,500
143,33500,500
144,0,500
145,20100,500
146,0,500
147,0,500
148,0,500
149,0,500
150,0,500
151,0,500
152,0,500
153,0,500
154,0,500
155,0,500
156,0,500
157,0,500
158,0,500
159,0,500
160,0,500
161,0,500
162,0,500
163,0,500
164,0,500
165,0,500
166,0,500
167,0,500
168,1192600,500
169,0,500
170,0,500
171,0,500
172,0,500
173,0,500
174,6700,500
175,0,500
176,0,500
177,0,500
178,0,500
179,26800,500
180,20100,500
181,0,500
182,0,500
183,33500,500
184,0,500
185,1428700,500
186,0,500
187,0,500
188,6700,500
189,0,500
190,0,500
191,0,500
192,0,500
193,137900,500
194,26800,500
195,0,500
196,0,500
197,33500,500
198,333900,500
199,0,500
200,0,500
201,0,500
202,0,500
203,0,500
204,0,500
205,0,500
206,40200,500
207,0,500
208,0,500
209,0,500
210,87100,500
211,0,500
212,0,500
213,529900,500
214,0,500
215,0,500
216,87100,500
217,522900,500
218,0,500
219,40200,500
220,80400,500
221,0,500
222,0,500
223,0,500
224,0,500
225,0,500
226,33500,500
227,0,500
228,1860600,500
229,0,500
230,13400,500
231,46900,500
232,20100,500
233,0,500
234,0,500
235,46900,500
236,487600,500
237,0,500
238,0,500
239,0,500
240,0,500
241,0,500
242,0,500
243,501900,500
244,40200,500
245,33500,500
246,0,500
247,0,500
248,26800,500
249,0,500
250,0,500
251,0,500
0,0,1000
1,0,1000
2,0,1000
3,0,1000
4,0,1000
5,0,1000
6,0,1000
7,0,1000
8,0,1000
9,80400,1000
10,1532200,1000
11,0,1000
12,0,1000
13,73700,1000
14,466900,1000
15,20100,1000
16,0,1000
17,368900,1000
18,40200,1000
19,0,1000
20,0,1000
21,0,1000
22,0,1000
23,529900,1000
24,0,1000
25,0,1000
26,0,1000
27,0,1000
28,0,1000
29,0,1000
30,46900,1000
31,0,1000
32,26800,1000
33,0,1000
34,0,1000
35,0,1000
36,0,1000
37,40200,1000
38,0,1000
39,0,1000
40,0,1000
41,0,1000
42,0,1000
43,0,1000
44,0,1000
45,0,1000
46,0,1000
47,0,1000
48,0,1000
49,46900,1000
50,0,1000
51,0,1000
52,0,1000
53,80400,1000
54,0,1000
55,0,1000
56,0,1000
57,40200,1000
58,0,1000
59,515900,1000
60,0,1000
61,0,1000
62,0,1000
63,0,1000
64,0,1000
65,0,1000
66,570100,1000
67,403900,1000
68,0,1000
69,0,1000
70,0,1000
71,0,1000
72,0,1000
73,515900,1000
74,0,1000
75,46900,1000
76,13400,1000
77,120600,1000
78,0,1000
79,40200,1000
80,0,1000
81,0,1000
82,0,1000
83,0,1000
84,0,1000
85,0,1000
86,0,1000
87,0,1000
88,0,1000
89,0,1000
90,0,1000
91,0,1000
92,0,1000
93,113900,1000
94,0,1000
95,430700,1000
96,46900,1000
97,4778300,1000
98,0,1000
99,1577300,1000
100,0,1000
101,0,1000
102,0,1000
103,40200,1000
104,0,1000
105,0,1000
106,0,1000
107,0,1000
108,0,1000
109,0,1000
110,0,1000
111,0,1000
112,0,1000
113,0,1000
114,1435700,1000
115,93800,1000
116,0,1000
117,0,1000
118,0,1000
119,0,1000
120,6700,1000
121,0,1000
122,0,1000
123,0,1000
124,0,1000
125,0,1000
126,0,1000
127,0,1000
128,40200,1000
129,0,1000
130,0,1000
131,515900,1000
132,0,1000
133,0,1000
134,0,1000
135,0,1000
136,0,1000
137,326900,1000
138,0,1000
139,0,1000
140,0,1000
141,0,1000
142,0,1000
143,0,1000
144,127300,1000
145,0,1000
146,1225700,1000
147,0,1000
148,20100,1000
149,0,1000
150,0,1000
151,0,1000
152,13400,1000
153,0,1000
154,0,1000
155,0,1000
156,0,1000
157,6700,1000
158,0,1000
159,1498700,1000
160,0,1000
161,0,1000
162,0,1000
163,0,1000
164,0,1000
165,0,1000
166,0,1000
167,0,1000
168,40200,1000
169,0,1000
170,107200,1000
171,0,1000
172,0,1000
173,0,1000
174,0,1000
175,0,1000
176,0,1000
177,0,1000
178,0,1000
179,40200,1000
180,0,1000
181,0,1000
182,0,1000
183,0,1000
184,0,1000
185,354900,1000
186,0,1000
187,0,1000
188,172900,1000
189,120600,1000
190,0,1000
191,0,1000
192,26800,1000
193,0,1000
194,0,1000
195,100500,1000
196,0,1000
197,0,1000
198,0,1000
199,0,1000
200,0,1000
201,0,1000
202,0,1000
203,0,1000
204,0,1000
205,0,1000
206,0,1000
207,0,1000
208,0,1000
209,0,1000
210,0,1000
211,277900,1000
212,0,1000
213,0,1000
214,0,1000
215,0,1000
216,26800,1000
217,0,1000
218,1127700,1000
219,0,1000
220,53600,1000
221,20100,1000
222,0,1000
223,0,1000
224,26800,1000
225,0,1000
226,0,1000
227,0,1000
228,569500,1000
229,0,1000
230,466900,1000
231,127300,1000
232,0,1000
233,0,1000
234,134000,1000
235,13400,1000
236,0,1000
237,0,1000
238,0,1000
239,0,1000
240,0,1000
241,13400,1000
242,0,1000
243,0,1000
244,13400,1000
245,0,1000
246,515000,1000
247,13400,1000
248,46900,1000
249,0,1000
250,0,1000
251,0,1000
0,0,4000
1,0,4000
2,0,4000
3,0,4000
4,0,4000
5,0,4000
6,0,4000
7,0,4000
8,0,4000
9,1050400,4000
10,0,4000
11,0,4000
12,0,4000
13,73700,4000
14,0,4000
15,13400,4000
16,284900,4000
17,0,4000
18,0,4000
19,0,4000
20,0,4000
21,0,4000
22,0,4000
23,931700,4000
24,0,4000
25,0,4000
26,33500,4000
27,20100,4000
28,0,4000
29,0,4000
30,0,4000
31,0,4000
32,0,4000
33,0,4000
34,33500,4000
35,0,4000
36,0,4000
37,0,4000
38,0,4000
39,40200,4000
40,93800,4000
41,0,4000
42,0,4000
43,20100,4000
44,0,4000
45,13400,4000
46,0,4000
47,1456700,4000
48,0,4000
49,0,4000
50,0,4000
51,0,4000
52,6700,4000
53,20100,4000
54,0,4000
55,0,4000
56,113900,4000
57,0,4000
58,0,4000
59,0,4000
60,0,4000
61,0,4000
62,0,4000
63,1386700,4000
64,0,4000
65,375900,4000
66,0,4000
67,0,4000
68,0,4000
69,0,4000
70,0,4000
71,0,4000
72,0,4000
73,410900,4000
74,0,4000
75,0,4000
76,0,4000
77,0,4000
78,0,4000
79,0,4000
80,33500,4000
81,0,4000
82,0,4000
83,0,4000
84,0,4000
85,0,4000
86,0,4000
87,0,4000
88,0,4000
89,0,4000
90,0,4000
91,0,4000
92,20100,4000
93,0,4000
94,0,4000
95,0,4000
96,6700,4000
97,459900,4000
98,0,4000
99,382900,4000
100,0,4000
101,0,4000
102,0,4000
103,0,4000
104,1425400,4000
105,0,4000
106,113900,4000
107,33500,4000
108,20100,4000
109,6700,4000
110,0,4000
111,0,4000
112,522900,4000
113,0,4000
114,26800,4000
115,13400,4000
116,1386700,4000
117,0,4000
118,2213400,4000
119,120600,4000
120,0,4000
121,0,4000
122,0,4000
123,0,4000
124,0,4000
125,0,4000
126,0,4000
127,221900,4000
128,0,4000
129,0,4000
130,0,4000
131,0,4000
132,20100,4000
133,0,4000
134,0,4000
135,630100,4000
136,0,4000
137,0,4000
138,0,4000
139,33500,4000
140,0,4000
141,0,4000
142,0,4000
143,319900,4000
144,0,4000
145,515900,4000
146,0,4000
147,60300,4000
148,46900,4000
149,80400,4000
150,515900,4000
151,0,4000
152,0,4000
153,0,4000
154,0,4000
155,0,4000
156,0,4000
157,0,4000
158,0,4000
159,0,4000
160,0,4000
161,0,4000
162,0,4000
163,0,4000
164,0,4000
165,93800,4000
166,576800,4000
167,263900,4000
168,0,4000
169,0,4000
170,0,4000
171,0,4000
172,0,4000
173,26800,4000
174,6700,4000
175,194300,4000
176,0,4000
177,0,4000
178,73700,4000
179,33500,4000
180,0,4000
181,0,4000
182,0,4000
183,529900,4000
184,33500,4000
185,20100,4000
186,93800,4000
187,0,4000
188,0,4000
189,0,4000
190,67900,4000
191,0,4000
192,0,4000
193,0,4000
194,0,4000
195,87100,4000
196,0,4000
197,0,4000
198,0,4000
199,0,4000
200,0,4000
201,40200,4000
202,107200,4000
203,0,4000
204,0,4000
205,0,4000
206,0,4000
207,420700,4000
208,946300,4000
209,0,4000
210,0,4000
211,134000,4000
212,0,4000
213,0,4000
214,522700,4000
215,0,4000
216,0,4000
217,0,4000
218,0,4000
219,46900,4000
220,0,4000
221,6700,4000
222,46900,4000
223,6700,4000
224,529900,4000
225,0,4000
226,0,4000
227,0,4000
228,0,4000
229,73700,4000
230,0,4000
231,40200,4000
232,33500,4000
233,0,4000
234,0,4000
235,1498700,4000
236,1211700,4000
237,1037900,4000
238,0,4000
239,40200,4000
240,13400,4000
241,515600,4000
242,0,4000
243,0,4000
244,405500,4000
245,0,4000
246,0,4000
247,6700,4000
248,0,4000
249,0,4000
250,0,4000
251,488300,4000
252,33500,4000
253,0,4000
0,0,6000
1,0,6000
2,0,6000
3,0,6000
4,0,6000
5,0,6000
6,0,6000
7,0,6000
8,0,6000
9,278600,6000
10,20100,6000
11,0,6000
12,1393700,6000
13,0,6000
14,0,6000
15,0,6000
16,0,6000
17,0,6000
18,0,6000
19,0,6000
20,0,6000
21,0,6000
22,33500,6000
23,0,6000
24,0,6000
25,0,6000
26,0,6000
27,0,6000
28,0,6000
29,46900,6000
30,0,6000
31,0,6000
32,13400,6000
33,107200,6000
34,0,6000
35,26800,6000
36,0,6000
37,33500,6000
38,0,6000
39,0,6000
40,6700,6000
41,0,6000
42,26800,6000
43,0,6000
44,0,6000
45,26800,6000
46,354900,6000
47,479400,6000
48,20100,6000
49,0,6000
50,0,6000
51,0,6000
52,0,6000
53,0,6000
54,0,6000
55,1204700,6000
56,0,6000
57,0,6000
58,13400,6000
59,33500,6000
60,0,6000
61,33500,6000
62,13400,6000
63,0,6000
64,0,6000
65,0,6000
66,0,6000
67,0,6000
68,0,6000
69,13400,6000
70,508900,6000
71,26800,6000
72,53600,6000
73,0,6000
74,0,6000
75,0,6000
76,40200,6000
77,0,6000
78,410900,6000
79,13400,6000
80,0,6000
81,0,6000
82,0,6000
83,1614700,6000
84,100500,6000
85,67000,6000
86,6700,6000
87,326900,6000
88,0,6000
89,0,6000
90,93800,6000
91,13400,6000
92,13400,6000
93,158900,6000
94,389000,6000
95,0,6000
96,0,6000
97,1498700,6000
98,660800,6000
99,0,6000
100,13400,6000
101,13400,6000
102,0,6000
103,515900,6000
104,0,6000
105,0,6000
106,0,6000
107,0,6000
108,515900,6000
109,0,6000
110,1449700,6000
111,0,6000
112,46900,6000
113,6700,6000
114,33500,6000
115,0,6000
116,134000,6000
117,0,6000
118,270900,6000
119,0,6000
120,0,6000
121,46900,6000
122,917700,6000
123,0,6000
124,0,6000
125,0,6000
126,0,6000
127,6700,6000
128,889700,6000
129,13400,6000
130,53600,6000
131,0,6000
132,0,6000
133,0,6000
134,0,6000
135,522900,6000
136,0,6000
137,0,6000
138,13400,6000
139,0,6000
140,179900,6000
141,40200,6000
142,1470700,6000
143,13400,6000
144,174200,6000
145,431900,6000
146,0,6000
147,0,6000
148,0,6000
149,0,6000
150,0,6000
151,0,6000
152,522900,6000
153,0,6000
154,0,6000
155,134000,6000
156,0,6000
157,13400,6000
158,0,6000
159,53600,6000
160,0,6000
161,0,6000
162,13400,6000
163,0,6000
164,466900,6000
165,0,6000
166,33500,6000
167,40200,6000
168,0,6000
169,67000,6000
170,0,6000
171,0,6000
172,0,6000
173,0,6000
174,0,6000
175,80400,6000
176,0,6000
177,13400,6000
178,1138700,6000
179,0,6000
180,0,6000
181,0,6000
182,0,6000
183,1958600,6000
184,0,6000
185,549400,6000
186,0,6000
187,0,6000
188,0,6000
189,0,6000
190,0,6000
191,1442700,6000
192,0,6000
193,6700,6000
194,0,6000
195,33500,6000
196,1470700,6000
197,1079300,6000
198,0,6000
199,340900,6000
200,13400,6000
201,0,6000
202,0,6000
203,0,6000
204,13400,6000
205,0,6000
206,0,6000
207,6700,6000
208,417900,6000
209,0,6000
210,0,6000
211,40200,6000
212,26800,6000
213,0,6000
214,0,6000
215,0,6000
216,0,6000
217,0,6000
218,0,6000
219,0,6000
220,0,6000
221,113900,6000
222,270900,6000
223,0,6000
224,0,6000
225,0,6000
226,0,6000
227,80400,6000
228,0,6000
229,0,6000
230,1323700,6000
231,0,6000
232,466900,6000
233,522900,6000
234,0,6000
235,0,6000
236,40200,6000
237,74900,6000
238,0,6000
239,1605000,6000
240,0,6000
241,0,6000
242,0,6000
243,0,6000
244,249900,6000
245,0,6000
246,1498700,6000
247,0,6000
248,20100,6000
249,0,6000
250,0,6000
251,87100,6000
252,494000,6000
253,556700,6000
254,0,6000
255,0,6000
256,0,6000
257,0,6000
258,26800,6000
0,0,10000
1,0,10000
2,0,10000
3,0,10000
4,0,10000
5,0,10000
6,0,10000
7,0,10000
8,0,10000
9,140700,10000
10,20100,10000
11,6700,10000
12,0,10000
13,0,10000
14,26800,10000
15,0,10000
16,0,10000
17,40200,10000
18,0,10000
19,6700,10000
20,304100,10000
21,0,10000
22,0,10000
23,0,10000
24,0,10000
25,0,10000
26,0,10000
27,0,10000
28,657200,10000
29,0,10000
30,1169700,10000
31,13400,10000
32,556400,10000
33,0,10000
34,40200,10000
35,95900,10000
36,0,10000
37,0,10000
38,13400,10000
39,0,10000
40,0,10000
41,0,10000
42,13400,10000
43,6700,10000
44,0,10000
45,53600,10000
46,0,10000
47,0,10000
48,610000,10000
49,0,10000
50,4814500,10000
51,0,10000
52,0,10000
53,0,10000
54,53600,10000
55,46900,10000
56,20100,10000
57,0,10000
58,0,10000
59,40200,10000
60,0,10000
61,375900,10000
62,0,10000
63,0,10000
64,0,10000
65,0,10000
66,508900,10000
67,515900,10000
68,0,10000
69,0,10000
70,0,10000
71,60300,10000
72,0,10000
73,140700,10000
74,13400,10000
75,0,10000
76,0,10000
77,0,10000
78,0,10000
79,13400,10000
80,0,10000
81,1532500,10000
82,0,10000
83,0,10000
84,522900,10000
85,26800,10000
86,0,10000
87,0,10000
88,522900,10000
89,0,10000
90,33500,10000
91,40200,10000
92,0,10000
93,0,10000
94,46900,10000
95,0,10000
96,0,10000
97,0,10000
98,26800,10000
99,6700,10000
100,13400,10000
101,100500,10000
102,0,10000
103,2032000,10000
104,1505700,10000
105,0,10000
106,0,10000
107,0,10000
108,0,10000
109,6700,10000
110,26800,10000
111,60300,10000
112,0,10000
113,0,10000
114,0,10000
115,522900,10000
116,0,10000
117,113900,10000
118,0,10000
119,0,10000
120,0,10000
121,6700,10000
122,0,10000
123,0,10000
124,13400,10000
125,0,10000
126,0,10000
127,0,10000
128,0,10000
129,26800,10000
130,0,10000
131,0,10000
132,270900,10000
133,396900,10000
134,0,10000
135,0,10000
136,0,10000
137,13400,10000
138,554600,10000
139,6700,10000
140,0,10000
141,53600,10000
142,80400,10000
143,26800,10000
144,0,10000
145,0,10000
146,107200,10000
147,529900,10000
148,0,10000
149,1453900,10000
150,0,10000
151,0,10000
152,46900,10000
153,6700,10000
154,0,10000
155,529900,10000
156,0,10000
157,0,10000
158,0,10000
159,0,10000
160,87100,10000
161,0,10000
162,0,10000
163,0,10000
164,0,10000
165,0,10000
166,53600,10000
167,0,10000
168,888100,10000
169,107200,10000
170,20100,10000
171,26800,10000
172,0,10000
173,40200,10000
174,529900,10000
175,0,10000
176,0,10000
177,0,10000
178,107200,10000
179,0,10000
180,0,10000
181,6700,10000
182,0,10000
183,0,10000
184,0,10000
185,0,10000
186,6700,10000
187,0,10000
188,0,10000
189,0,10000
190,0,10000
191,0,10000
192,33500,10000
193,0,10000
194,487900,10000
195,0,10000
196,67000,10000
197,0,10000
198,20100,10000
199,0,10000
200,0,10000
201,20100,10000
202,0,10000
203,0,10000
204,0,10000
205,0,10000
206,0,10000
207,0,10000
208,431900,10000
209,0,10000
210,109900,10000
211,0,10000
212,0,10000
213,0,10000
214,20100,10000
215,0,10000
216,0,10000
217,0,10000
218,33500,10000
219,0,10000
220,333900,10000
221,0,10000
222,0,10000
223,0,10000
224,40200,10000
225,515900,10000
226,256900,10000
227,0,10000
228,263900,10000
229,0,10000
230,0,10000
231,26800,10000
232,0,10000
233,0,10000
234,0,10000
235,0,10000
236,0,10000
237,0,10000
238,0,10000
239,0,10000
240,0,10000
241,0,10000
242,33500,10000
243,0,10000
244,20100,10000
245,1309700,10000
246,1650600,10000
247,536000,10000
248,0,10000
249,0,10000
250,0,10000
251,0,10000
252,107200,10000
253,93800,10000
